strain	virus	date	country	continent	division	location	host_type	length	authors	source	lineage	lineage_truncated
KF301656.1	Influenza B virus	2012-06-04	Russia	Europe/Asia			Homo sapiens	1758	Sobolev,I.A., Kurskaya,O.G., Durymanov,A.G., Ilyicheva,T.N., Bondar,A.A., Ivanova,E.V., Ivanova,L.K., Shestopalov,A.M.	ncbi	A	A
KC488849.1	Influenza B virus	2012-04-09	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	B	B
KC488847.1	Influenza B virus	2012-04-12	Russia	Europe/Asia			Homo sapiens	1754	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488866.1	Influenza B virus	2012-03-13	Russia	Europe/Asia			Homo sapiens	1734	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488868.1	Influenza B virus	2012-03-13	Russia	Europe/Asia			Homo sapiens	1734	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488860.1	Influenza B virus	2012-04-30	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488859.1	Influenza B virus	2012-04-11	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488850.1	Influenza B virus	2012-04-09	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488846.1	Influenza B virus	2012-04-07	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488848.1	Influenza B virus	2012-04-02	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	B	B
KC488855.1	Influenza B virus	2012-03-26	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488856.1	Influenza B virus	2012-03-23	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488851.1	Influenza B virus	2012-03-21	Russia	Europe/Asia			Homo sapiens	1733	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
KC488853.1	Influenza B virus	2012-03-14	Russia	Europe/Asia			Homo sapiens	1725	Komissarov,A.B., Kosheleva,A.A., Fadeev,A.V., Pisareva,M.M., Ivanova,A., Danilenko,D.M., Grudinin,M.P.	ncbi	A	A
OP623228.1	Influenza B virus	2012-06-29	Thailand	Asia			Homo sapiens	1758	Simasathien,S., Anderson,K.B., Suwanpakdee,D., Chirabandhu,T., Kerdpanich,P., Watanaveeradej,V., Phiboonbanakit,D., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	B	B
KF142473.1	Influenza B virus	2013-03-11	Brazil	South America			Homo sapiens	1758	Borborema,S.E.T., Santos,K.C.O., Silva,D.B.B., Paiva,T.M., Santos,C.L.S.	ncbi	A	A
KJ683808.1	Influenza B virus	2013-02-02	India	Asia			Homo sapiens	1816	Kumar,S., Khare,S., Saidullah,B., Rai,A.	ncbi	A	A
KU529065.1	Influenza B virus	2013-01-31	Italy	Europe			Homo sapiens	1713	Tramuto,F., Orsi,A., Maida,C.M., Costantino,C., Trucchi,C., Alicino,C., Vitale,F., Ansaldi,F.	ncbi	A	A
KU529066.1	Influenza B virus	2013-01-31	Italy	Europe			Homo sapiens	1707	Tramuto,F., Orsi,A., Maida,C.M., Costantino,C., Trucchi,C., Alicino,C., Vitale,F., Ansaldi,F.	ncbi	A	A
KU529067.1	Influenza B virus	2013-01-21	Italy	Europe			Homo sapiens	1755	Tramuto,F., Orsi,A., Maida,C.M., Costantino,C., Trucchi,C., Alicino,C., Vitale,F., Ansaldi,F.	ncbi	A	A
KU529085.1	Influenza B virus	2013-02-05	Italy	Europe			Homo sapiens	1752	Tramuto,F., Orsi,A., Maida,C.M., Costantino,C., Trucchi,C., Alicino,C., Vitale,F., Ansaldi,F.	ncbi	A	A
CY163458.1	Influenza B virus	2013-04-24	Japan	Asia			Homo sapiens	1758	Connors,B.C., Jones,S.L., Bisaha,S.A., Canas,L.C., Baker,J.A., Cosme,K.W., Couch,M.R., Garrett,C.M., Weghorst,K.L., Davis,M.G., Hanson,J.F., Yohannes,R.A., Abshire,J.P., DeMarcus,L.S., Smith,J.P., Fumia,K.F., Zorich,S.C., Macias,E.A., Noe,J.C., Sjoberg,P.A.	ncbi	A	A
OR240971.1	Influenza B virus	2013-01-03	Kenya	Africa			Homo sapiens	1758	Nyarango,B.K., Makori,T.O., Lambisia,A.W., Mwita,J.M., Murunga,N., Mutunga,M., Githinji,G.L., Nokes,J., Agoti,C.N.	ncbi	A	A
KR073447.1	Influenza B virus	2013-09-11	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073444.1	Influenza B virus	2013-06-24	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073431.1	Influenza B virus	2013-04-26	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073428.1	Influenza B virus	2013-04-17	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073429.1	Influenza B virus	2013-04-17	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073423.1	Influenza B virus	2013-04-01	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073405.1	Influenza B virus	2013-02-27	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073399.1	Influenza B virus	2013-02-20	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073393.1	Influenza B virus	2013-01-23	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073394.1	Influenza B virus	2013-01-23	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073390.1	Influenza B virus	2013-01-21	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073389.1	Influenza B virus	2013-01-14	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073388.1	Influenza B virus	2013-01-11	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
OP861911.1	Influenza B virus	2013-03-04	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP925941.1	Influenza B virus	2013-12-10	Philippines	Asia			Homo sapiens	1758	Velasco,J.M.S., Valderama,M.T.G., Diones,P.C.S., Leonardia,S., Alcantara,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
MN480787.1	Influenza B virus	2013-11-26	Singapore	Asia			Homo sapiens	1765	Ivan,F.X., Zhou,X., Lau,S.H., Rashid,S., Teo,J.S., Lee,H.K., Koay,E.S., Chan,K.P., Leo,Y.S., Chen,M.I., Kwoh,C.K., Chow,V.T., Ivan,F., Teo,J., Koay,E., Chen,M.	ncbi	A	A
KR733273.1	Influenza B virus	2013-12-30	Taiwan	Asia			Homo sapiens	1840	Shih,S.-R., Velu,A.B., Kuo,S.-M., Dash,S., Chen,G.-W., Han,Y.-J., Tsao,K.-C.	ncbi	A	A
KM654797.1	Influenza B virus	2013-03-04	USA	North America			Homo sapiens	1880	Zhao,J., Liu,J., Vemula,S.V., Lin,C., Tan,J., Ragupathy,V., Wang,X., Mbondji-Wonje,C., Ye,Z., Landry,M.L., Hewlett,I., Mbondji,C., Landry,M.	ncbi	A	A
KM654821.1	Influenza B virus	2013-01-27	USA	North America			Homo sapiens	1880	Zhao,J., Liu,J., Vemula,S.V., Lin,C., Tan,J., Ragupathy,V., Wang,X., Mbondji-Wonje,C., Ye,Z., Landry,M.L., Hewlett,I., Mbondji,C., Landry,M.	ncbi	A	A
MG674735.1	Influenza B virus	2014-03-27	Cameroon	Africa			Homo sapiens	1668	Monamele,C.G., Vernet,M.A., Njankouo,M.R., Kenmoe,S., Schoenhals,M., Yahaya,A.A., Anong,D.N., Akoachere,J.F., Njouom,R., Monamele,G.C., Vernet,M.-A., Anong,D.	ncbi	A	A
MG674736.1	Influenza B virus	2014-06-20	Cameroon	Africa			Homo sapiens	1668	Monamele,C.G., Vernet,M.A., Njankouo,M.R., Kenmoe,S., Schoenhals,M., Yahaya,A.A., Anong,D.N., Akoachere,J.F., Njouom,R., Monamele,G.C., Vernet,M.-A., Anong,D.	ncbi	A	A
LC033073.1	Influenza B virus	2014-04-17	Japan	Asia			Homo sapiens	1758	Hibino,A., Saito,R., Shoubugawa,Y., Kondo,H., Saito,T., Takemae,N., Tanabe,Y., Hayashi,M., Sakagami,T.	ncbi	A	A
LC032961.1	Influenza B virus	2014-03-18	Japan	Asia			Homo sapiens	1758	Hibino,A., Saito,R., Shoubugawa,Y., Kondo,H., Saito,T., Takemae,N., Kawashima,T.	ncbi	A	A
LC033369.1	Influenza B virus	2014-03-13	Japan	Asia			Homo sapiens	1758	Hibino,A., Saito,R., Shoubugawa,Y., Kondo,H., Saito,T., Takemae,N., Makiya,T., Masaki,H., Aso,N., Kita,Y., Kuroki,R., Shirahige,Y.	ncbi	A	A
LC033361.1	Influenza B virus	2014-03-06	Japan	Asia			Homo sapiens	1758	Hibino,A., Saito,R., Shoubugawa,Y., Kondo,H., Saito,T., Takemae,N., Makiya,T., Masaki,H., Aso,N., Kita,Y., Kuroki,R., Shirahige,Y.	ncbi	A	A
LC033393.1	Influenza B virus	2014-03-04	Japan	Asia			Homo sapiens	1758	Hibino,A., Saito,R., Shoubugawa,Y., Kondo,H., Saito,T., Takemae,N., Ono,Y.	ncbi	A	A
CY187757.1	Influenza B virus	2014-03-01	Japan	Asia			Homo sapiens	1758	Connors,B.C., Jones,S.L., Bisaha,S.A., Canas,L.C., Baker,J.A., Couch,M.R., Garrett,C.M., Powell,M.L., Hanson,J.F., Yohannes,R.A., DeMarcus,L.S., Smith,J.P., Fumia,K.F., Zorich,S.C., Macias,E.A., Olsen,E.T., Sjoberg,P.A.	ncbi	A	A
LC033169.1	Influenza B virus	2014-02-26	Japan	Asia			Homo sapiens	1758	Hibino,A., Saito,R., Shoubugawa,Y., Kondo,H., Saito,T., Takemae,N., Sato,I.	ncbi	A	A
CY187755.1	Influenza B virus	2014-02-21	Japan	Asia			Homo sapiens	1758	Connors,B.C., Jones,S.L., Bisaha,S.A., Canas,L.C., Baker,J.A., Couch,M.R., Garrett,C.M., Powell,M.L., Hanson,J.F., Yohannes,R.A., DeMarcus,L.S., Smith,J.P., Fumia,K.F., Zorich,S.C., Macias,E.A., Olsen,E.T., Sjoberg,P.A.	ncbi	A	A
LC033161.1	Influenza B virus	2014-02-17	Japan	Asia			Homo sapiens	1758	Hibino,A., Saito,R., Shoubugawa,Y., Kondo,H., Saito,T., Takemae,N., Sato,I.	ncbi	A	A
LC033353.1	Influenza B virus	2014-02-17	Japan	Asia			Homo sapiens	1758	Hibino,A., Saito,R., Shoubugawa,Y., Kondo,H., Saito,T., Takemae,N., Makiya,T., Masaki,H., Aso,N., Kita,Y., Kuroki,R., Shirahige,Y.	ncbi	A	A
KR073474.1	Influenza B virus	2014-03-03	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073472.1	Influenza B virus	2014-02-17	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073469.1	Influenza B virus	2014-02-14	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073468.1	Influenza B virus	2014-02-12	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
KR073457.1	Influenza B virus	2014-01-06	Malaysia	Asia			Homo sapiens	1836	Oong,X.Y., Ng,K.T., Lam,T.T., Pang,Y.K., Chan,K.G., Hanafi,N.S., Kamarulzaman,A., Tee,K.K.	ncbi	A	A
CY243332.1	Influenza B virus	2014-09-10	Nicaragua	North America			Homo sapiens	1758	Wentworth,D.E., Halpin,R.A., Lin,X., Bera,J., Akopov,A., Ransier,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Alanis,R., Balmaseda,A., Bao,Y., Sanders,R., Zhdanov,S., Kiryutin,B., Lipman,D.J., Tatusova,T., Gordon,A.	ncbi	A	A
MN480839.1	Influenza B virus	2014-01-15	Singapore	Asia			Homo sapiens	1846	Ivan,F.X., Zhou,X., Lau,S.H., Rashid,S., Teo,J.S., Lee,H.K., Koay,E.S., Chan,K.P., Leo,Y.S., Chen,M.I., Kwoh,C.K., Chow,V.T., Ivan,F., Teo,J., Koay,E., Chen,M.	ncbi	A	A
MN483445.1	Influenza B virus	2014-01-16	Singapore	Asia			Homo sapiens	1799	Ivan,F.X., Zhou,X., Lau,S.H., Rashid,S., Teo,J.S., Lee,H.K., Koay,E.S., Chan,K.P., Leo,Y.S., Chen,M.I., Kwoh,C.K., Chow,V.T., Ivan,F., Teo,J., Koay,E., Chen,M.	ncbi	A	A
MN485874.1	Influenza B virus	2014-01-15	Singapore	Asia			Homo sapiens	1798	Ivan,F.X., Zhou,X., Lau,S.H., Rashid,S., Teo,J.S., Lee,H.K., Koay,E.S., Chan,K.P., Leo,Y.S., Chen,M.I., Kwoh,C.K., Chow,V.T., Ivan,F., Teo,J., Koay,E., Chen,M.	ncbi	A	A
KR733276.1	Influenza B virus	2014-03-20	Taiwan	Asia			Homo sapiens	1838	Shih,S.-R., Velu,A.B., Kuo,S.-M., Dash,S., Chen,G.-W., Han,Y.-J., Tsao,K.-C.	ncbi	A	A
KR733275.1	Influenza B virus	2014-02-18	Taiwan	Asia			Homo sapiens	1838	Shih,S.-R., Velu,A.B., Kuo,S.-M., Dash,S., Chen,G.-W., Han,Y.-J., Tsao,K.-C.	ncbi	A	A
MG002418.1	Influenza B virus	2014-10-27	Taiwan	Asia			Sus scrofa	1758	Tsai,C.-P., Tsai,H.-J.	ncbi	A	A
MG002426.1	Influenza B virus	2014-10-24	Taiwan	Asia			Sus scrofa	1758	Tsai,C.-P., Tsai,H.-J.	ncbi	A	A
MG002410.1	Influenza B virus	2014-07-04	Taiwan	Asia			Sus scrofa	1758	Tsai,C.-P., Tsai,H.-J.	ncbi	A	A
KT725699.1	Influenza B virus	2014-12-22	Thailand	Asia			Homo sapiens	1758	Tewawong,N., Chansaenroj,J., Klinfueng,S., Vichiwattana,P., Korkong,S., Thongmee,T., Theamboonlers,A., Payungporn,S., Vongpunsawad,S., Poovorawan,Y.	ncbi	A	A
KT725694.1	Influenza B virus	2014-11-22	Thailand	Asia			Homo sapiens	1758	Tewawong,N., Chansaenroj,J., Klinfueng,S., Vichiwattana,P., Korkong,S., Thongmee,T., Theamboonlers,A., Payungporn,S., Vongpunsawad,S., Poovorawan,Y.	ncbi	A	A
KT725693.1	Influenza B virus	2014-11-18	Thailand	Asia			Homo sapiens	1758	Tewawong,N., Chansaenroj,J., Klinfueng,S., Vichiwattana,P., Korkong,S., Thongmee,T., Theamboonlers,A., Payungporn,S., Vongpunsawad,S., Poovorawan,Y.	ncbi	A	A
KT725692.1	Influenza B virus	2014-11-04	Thailand	Asia			Homo sapiens	1758	Tewawong,N., Chansaenroj,J., Klinfueng,S., Vichiwattana,P., Korkong,S., Thongmee,T., Theamboonlers,A., Payungporn,S., Vongpunsawad,S., Poovorawan,Y.	ncbi	A	A
KT725683.1	Influenza B virus	2014-09-19	Thailand	Asia			Homo sapiens	1758	Tewawong,N., Chansaenroj,J., Klinfueng,S., Vichiwattana,P., Korkong,S., Thongmee,T., Theamboonlers,A., Payungporn,S., Vongpunsawad,S., Poovorawan,Y.	ncbi	A	A
KT725682.1	Influenza B virus	2014-09-08	Thailand	Asia			Homo sapiens	1758	Tewawong,N., Chansaenroj,J., Klinfueng,S., Vichiwattana,P., Korkong,S., Thongmee,T., Theamboonlers,A., Payungporn,S., Vongpunsawad,S., Poovorawan,Y.	ncbi	A	A
OP623303.1	Influenza B virus	2014-08-25	Thailand	Asia			Homo sapiens	1758	Simasathien,S., Anderson,K.B., Suwanpakdee,D., Chirabandhu,T., Kerdpanich,P., Watanaveeradej,V., Phiboonbanakit,D., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
MG674737.1	Influenza B virus	2015-04-28	Cameroon	Africa			Homo sapiens	1677	Monamele,C.G., Vernet,M.A., Njankouo,M.R., Kenmoe,S., Schoenhals,M., Yahaya,A.A., Anong,D.N., Akoachere,J.F., Njouom,R., Monamele,G.C., Vernet,M.-A., Anong,D.	ncbi	A	A
MG674747.1	Influenza B virus	2015-11-16	Cameroon	Africa			Homo sapiens	1749	Monamele,C.G., Vernet,M.A., Njankouo,M.R., Kenmoe,S., Schoenhals,M., Yahaya,A.A., Anong,D.N., Akoachere,J.F., Njouom,R., Monamele,G.C., Vernet,M.-A., Anong,D.	ncbi	A	A
MT703779.1	Influenza B virus	2015-01-20	Iran	Asia			Homo sapiens	1856	Hajar,D.	ncbi	A	A
KY357950.1	Influenza B virus	2015-12-07	Italy	Europe			Homo sapiens	1698	Piralla,A., Lunghi,G., Ruggiero,L., Girello,A., Bianchini,S., Rovida,F., Caimmi,S., Marseglia,G.L., Principi,N., Baldanti,F., Esposito,S.	ncbi	A	A
KT313451.1	Influenza B virus	2015-01-27	Japan	Asia			Homo sapiens	1758	Sitz,C.R., Thammavong,H.L., Balansay-Ames,M.S., Hawksworth,A.W., Myers,C.A., Brice,G.T.	ncbi	A	A
KX269934.1	Influenza B virus	2015-05-22	Malaysia	Asia			Homo sapiens	1758	Oong,X.Y., Ng,K.T., Tan,J.L., Chan,K.G., Kamarulzaman,A., Chan,Y.F., Sam,I.C., Tee,K.K., Sam,I.-C.	ncbi	A	A
OP861941.1	Influenza B virus	2015-12-02	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP861942.1	Influenza B virus	2015-12-17	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP861943.1	Influenza B virus	2015-12-18	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP861944.1	Influenza B virus	2015-12-22	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP861945.1	Influenza B virus	2015-12-31	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP861951.1	Influenza B virus	2015-03-26	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP861954.1	Influenza B virus	2015-04-13	Nepal	Asia			Homo sapiens	1758	Shrestha,S.K., Laxmi Shakya,Y., Pandey,P., Krishna Chandyo,R., Ram Shrestha,B., Bahadur Thapa,A., Pradhan,S., Bastola,A., Bahadur Thapa,B., Krishna Shrestha,S., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
KY509860.1	Influenza B virus	2015-12-22	South Korea	Asia			Homo sapiens	1758	Lee,J.Y., Kim,K.S., Chu,H., Kim,C.K., Kim,J.S., Kang,M.G., Kim,M.S., Kim,H.M., Kim,Y.J., Lee,N.J.	ncbi	A	A
OP623274.1	Influenza B virus	2015-12-22	Thailand	Asia			Homo sapiens	1758	Simasathien,S., Anderson,K.B., Suwanpakdee,D., Chirabandhu,T., Kerdpanich,P., Watanaveeradej,V., Phiboonbanakit,D., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
KX602171.1	Influenza B virus	2015-12-09	Thailand	Asia			Homo sapiens	1758	Tewawong,N., Suntronwong,N., Korkong,S., Theamboonlers,A., Vongpunsawad,S., Poovorawan,Y.	ncbi	A	A
OP623273.1	Influenza B virus	2015-11-26	Thailand	Asia			Homo sapiens	1758	Simasathien,S., Anderson,K.B., Suwanpakdee,D., Chirabandhu,T., Kerdpanich,P., Watanaveeradej,V., Phiboonbanakit,D., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
KX602169.1	Influenza B virus	2015-11-11	Thailand	Asia			Homo sapiens	1758	Tewawong,N., Suntronwong,N., Korkong,S., Theamboonlers,A., Vongpunsawad,S., Poovorawan,Y.	ncbi	A	A
OP623270.1	Influenza B virus	2015-10-26	Thailand	Asia			Homo sapiens	1758	Simasathien,S., Anderson,K.B., Suwanpakdee,D., Chirabandhu,T., Kerdpanich,P., Watanaveeradej,V., Phiboonbanakit,D., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP623282.1	Influenza B virus	2015-09-23	Thailand	Asia			Homo sapiens	1758	Simasathien,S., Anderson,K.B., Suwanpakdee,D., Chirabandhu,T., Kerdpanich,P., Watanaveeradej,V., Phiboonbanakit,D., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP623266.1	Influenza B virus	2015-07-15	Thailand	Asia			Homo sapiens	1758	Simasathien,S., Anderson,K.B., Suwanpakdee,D., Chirabandhu,T., Kerdpanich,P., Watanaveeradej,V., Phiboonbanakit,D., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
OP623263.1	Influenza B virus	2015-06-29	Thailand	Asia			Homo sapiens	1758	Simasathien,S., Anderson,K.B., Suwanpakdee,D., Chirabandhu,T., Kerdpanich,P., Watanaveeradej,V., Phiboonbanakit,D., Chinnawirotpisan,P., Phonpakobsin,T., Rodpradit,P., Joonlasak,K., Manasatienkij,W., Klungthong,C., Fernandez,S.	ncbi	A	A
